State,District,year,Murder,Attemp to Murder,Culpable Homicide not amounting to Murder,Hit and Run,Rape,Kidnapping and Abduction,Arson,Sexual Harassment,Grievous Hurt,Causing Death by Negligence,Dowry Deaths,Theft,TotalIpcCrime
Kerala,Trivandrum Commr.,2022,23,41,0,6,0,12,6,70,95,148,1,255,657
Kerala,Trivandrum Rural,2022,31,88,10,202,33,11,8,28,101,113,0,256,881
Kerala,Wayanadu,2022,10,16,4,0,40,17,17,27,139,353,3,103,729
Kerala,Crime Branch,2022,0,1,0,0,43,10,9,61,40,62,0,1,227
Kerala,Kannur City,2022,3,7,3,1,32,0,0,0,0,0,0,57,103
Madhya Pradesh,Agar,2022,8,12,6,69,0,4,16,24,48,79,0,170,436
Madhya Pradesh,Alirajpur,2022,60,32,1,152,11,49,1,38,36,69,0,127,576
Madhya Pradesh,Anuppur,2022,29,17,1,8,16,28,5,0,33,159,0,258,554
Madhya Pradesh,Ashok Nagar,2022,19,14,1,114,31,139,5,31,53,140,2,187,736
Madhya Pradesh,Balaghat,2022,37,24,6,187,40,77,7,15,212,120,7,338,1070
Madhya Pradesh,Barwani,2022,37,18,4,280,20,196,11,29,17,221,1,200,1034
Madhya Pradesh,Betul,2022,66,17,4,336,54,86,12,0,17,284,1,259,1136
Madhya Pradesh,Bhind,2022,40,59,5,220,46,17,12,13,5,357,9,415,1198
Madhya Pradesh,Bhopal Commissionarate,2022,54,90,0,178,35,121,8,0,56,220,18,1944,2724
Madhya Pradesh,Bhopal Railway,2022,1,7,0,0,32,551,31,73,283,250,16,1973,3217
Madhya Pradesh,Burhanpur,2022,14,22,0,78,248,9,0,0,1,0,0,145,517
Madhya Pradesh,Chhatarpur,2022,40,41,1,0,1,83,6,33,42,83,2,481,813
Madhya Pradesh,Chhindwara,2022,49,15,0,0,26,235,10,80,56,288,22,307,1088
Madhya Pradesh,Damoh,2022,29,22,4,236,46,172,2,36,204,353,9,167,1280
Madhya Pradesh,Datia,2022,23,31,1,127,52,174,8,16,38,239,16,170,895
Madhya Pradesh,Dewas,2022,24,42,1,0,27,76,2,0,45,133,15,720,1085
Madhya Pradesh,Dhar,2022,71,70,4,84,34,149,21,52,137,301,9,963,1895
Madhya Pradesh,Dindori,2022,20,5,6,110,45,385,28,154,169,689,12,62,1685
Madhya Pradesh,Guna,2022,43,26,2,0,153,100,9,0,7,110,0,386,836
Madhya Pradesh,Gwalior,2022,64,110,14,327,36,71,12,0,322,201,4,2141,3302
Madhya Pradesh,Harda,2022,14,25,2,113,44,284,19,47,89,329,32,139,1137
Madhya Pradesh,Narmadapuram,2022,35,31,3,181,193,86,10,6,34,127,2,382,1090
Madhya Pradesh,Indore Commissionarate,2022,72,91,11,101,23,149,12,18,39,201,9,4802,5528
Madhya Pradesh,Indore Railway,2022,2,2,0,0,43,638,28,50,150,317,11,524,1765
Madhya Pradesh,Jabalpur,2022,86,72,10,0,174,6,0,0,0,0,1,1023,1372
Madhya Pradesh,Jabalpur Railway,2022,2,3,0,0,0,459,26,104,286,514,18,1381,2793
Madhya Pradesh,Jhabua,2022,35,10,2,201,164,7,0,8,0,2,0,132,561
Madhya Pradesh,Katni,2022,26,8,4,216,3,194,14,0,30,204,0,353,1052
Madhya Pradesh,Khandwa,2022,30,64,0,0,42,60,23,51,47,233,14,301,865
Madhya Pradesh,Khargone,2022,42,48,5,333,35,152,0,0,16,200,3,449,1283
Madhya Pradesh,Mandla,2022,25,8,2,0,53,144,20,66,154,383,5,111,971
Madhya Pradesh,Mandsaur,2022,22,21,6,0,59,168,5,12,24,276,3,510,1106
Madhya Pradesh,Morena,2022,45,77,6,0,27,111,11,29,51,187,6,600,1150
Madhya Pradesh,Narsinghpur,2022,30,16,8,230,29,155,15,0,267,278,23,186,1237
Madhya Pradesh,Neemuch,2022,11,10,4,88,82,150,7,130,187,245,9,168,1091
Madhya Pradesh,Panna,2022,19,14,2,153,62,65,4,20,28,91,4,206,668
Madhya Pradesh,Raisen,2022,42,39,6,286,16,185,4,1,29,153,11,271,1043
Madhya Pradesh,Rajgarh,2022,25,38,1,208,46,280,14,0,253,286,8,260,1419
Madhya Pradesh,Ratlam,2022,32,46,1,56,49,132,48,0,38,208,7,476,1093
Madhya Pradesh,Rewa,2022,65,44,4,441,70,227,26,15,166,242,3,1159,2462
Madhya Pradesh,Sagar,2022,82,84,0,479,62,504,48,0,219,449,24,447,2398
Madhya Pradesh,Satna,2022,60,45,1,448,77,101,39,0,312,494,25,431,2033
Madhya Pradesh,Seoni,2022,30,15,5,300,70,124,16,0,129,469,23,182,1363
Madhya Pradesh,Shahdol,2022,44,39,9,38,38,0,9,0,38,314,8,606,1143
Madhya Pradesh,Shajapur,2022,19,27,0,162,72,174,15,38,185,213,10,220,1135
Madhya Pradesh,Sheopur,2022,12,5,1,76,40,43,11,40,63,173,6,134,604
Madhya Pradesh,Shivpuri,2022,63,38,4,337,38,33,3,5,138,78,6,471,1214
Madhya Pradesh,Sidhi,2022,22,10,3,205,19,194,15,5,111,344,18,397,1343
Madhya Pradesh,Sehore,2022,27,36,1,230,78,183,7,0,156,205,11,437,1371
Madhya Pradesh,Singrauli,2022,56,18,3,38,41,32,17,55,34,242,10,398,944
Madhya Pradesh,Tikamgarh,2022,26,21,3,144,29,124,7,22,119,248,11,181,935
Madhya Pradesh,Ujjain,2022,35,75,5,292,56,89,4,4,129,144,15,1106,1954
Madhya Pradesh,Umaria,2022,19,7,5,16,29,248,26,34,280,309,6,96,1075
Madhya Pradesh,Vidisha,2022,41,44,3,209,79,71,6,34,65,92,3,497,1144
Madhya Pradesh,Cyber Crime Cell,2022,0,0,0,0,34,198,12,73,263,226,11,0,817
Madhya Pradesh,Niwari,2022,9,8,0,69,52,0,0,0,0,0,0,54,192
Madhya Pradesh,Bhopal Rural,2022,13,9,1,135,0,36,2,0,51,70,2,0,319
Madhya Pradesh,Indore Rural,2022,32,27,3,186,16,67,7,8,112,144,7,0,609
Maharashtra,Ahmednagar,2022,94,254,12,326,17,125,5,0,90,374,10,3123,4430
Maharashtra,Akola,2022,37,31,3,0,26,539,0,97,443,786,21,815,2798
Maharashtra,Amravati Commr.,2022,32,87,2,58,112,116,23,72,123,131,7,840,1603
Maharashtra,Amravati Rural,2022,55,45,1,82,28,107,14,67,79,95,1,962,1536
Maharashtra,Aurangabad Commr.,2022,43,48,3,68,55,168,36,58,108,338,3,1391,2319
Maharashtra,Aurangabad Rural,2022,42,61,6,34,35,215,20,50,133,188,4,1071,1859
Maharashtra,Beed,2022,60,120,12,44,49,123,26,93,122,440,5,1256,2350
Maharashtra,Bhandara,2022,34,25,5,0,31,128,23,97,229,402,2,477,1453
Maharashtra,Buldhana,2022,50,49,3,60,52,74,17,35,66,182,2,1241,1831
Maharashtra,Chandrapur,2022,55,42,11,85,39,150,64,170,127,325,12,893,1973
Maharashtra,Dhule,2022,39,42,1,77,51,233,42,65,137,408,1,601,1697
Maharashtra,Gadchiroli,2022,39,13,4,43,38,140,11,0,50,357,2,262,959
Maharashtra,Gondia,2022,20,27,7,92,16,50,28,14,40,149,1,397,841
Maharashtra,Hingoli,2022,25,38,0,11,17,109,27,18,19,145,1,367,777
Maharashtra,Jalgaon,2022,73,91,8,0,36,37,15,38,70,176,4,1781,2329
Maharashtra,Jalna,2022,51,136,3,90,15,219,36,72,228,506,3,1255,2614
Maharashtra,Kolhapur,2022,51,59,11,96,41,120,7,114,149,330,6,1541,2525
Maharashtra,Latur,2022,39,76,1,59,54,257,18,40,150,432,2,858,1986
Maharashtra,Mumbai Commr.,2022,135,245,13,208,50,126,47,25,167,320,4,7820,9160
Maharashtra,Mumbai Railway,2022,6,7,1,0,32,1728,34,335,1091,492,6,5839,9571
Maharashtra,Nagpur Commr.,2022,65,102,8,294,370,18,0,31,25,243,0,2590,3746
Maharashtra,Nagpur Railway,2022,3,0,0,0,1,445,31,61,259,316,2,674,1792
Maharashtra,Nagpur Rural,2022,41,50,8,0,115,3,0,1,2,1,0,1081,1302
Maharashtra,Nanded,2022,82,98,3,47,0,145,28,14,123,486,1,1278,2305
Maharashtra,Nandurbar,2022,32,35,2,52,35,170,50,35,203,357,6,335,1312
Maharashtra,Nasik Commr.,2022,30,29,3,0,39,91,6,14,38,165,0,754,1169
Maharashtra,Nasik Rural,2022,87,70,3,298,17,313,15,0,91,195,4,1108,2201
Maharashtra,Navi Mumbai,2022,39,48,6,0,32,410,23,96,228,841,6,1653,3382
Maharashtra,Osmanabad,2022,37,82,2,0,34,353,8,51,162,309,2,742,1782
Maharashtra,Palghar,2022,31,33,7,70,105,80,21,68,91,289,7,356,1158
Maharashtra,Parbhani,2022,49,77,5,157,43,152,1,8,63,285,3,957,1800
Maharashtra,Pune Commr.,2022,105,342,6,169,35,88,34,25,146,188,3,2421,3562
Maharashtra,Pune Railway,2022,2,3,0,0,26,674,13,157,297,350,9,399,1930
Maharashtra,Pune Rural,2022,108,174,8,29,305,5,0,3,1,1,0,2344,2978
Maharashtra,Raigad,2022,38,30,8,28,1,458,48,70,299,867,4,407,2258
Maharashtra,Ratnagiri,2022,16,10,4,8,110,131,6,29,60,260,3,230,867
Maharashtra,Sangli,2022,56,102,1,10,33,70,10,11,26,149,0,1716,2184
Maharashtra,Satara,2022,40,69,4,105,14,272,29,64,204,400,5,1151,2357
Maharashtra,Sindhudurg,2022,4,12,1,63,67,284,26,94,164,496,5,140,1356
Maharashtra,Solapur Commr.,2022,12,17,5,22,57,24,6,39,18,69,0,575,844
Maharashtra,Solapur Rural,2022,57,144,9,25,8,90,4,16,25,78,1,2306,2763
Maharashtra,Thane Commr.,2022,93,140,11,0,22,265,57,98,256,579,4,2910,4435
Maharashtra,Thane Rural,2022,27,17,4,141,74,992,30,105,394,246,4,452,2486
Maharashtra,Wardha,2022,44,33,7,182,171,119,11,24,77,189,1,592,1450
Maharashtra,Washim,2022,17,35,0,0,44,122,22,58,129,224,0,456,1107
Maharashtra,Yavatmal,2022,78,79,8,93,27,65,20,31,58,175,8,1037,1679
Maharashtra,Pimpri Chinchwad City,2022,80,116,9,108,21,208,28,88,223,404,5,2146,3436
Maharashtra,Aurangabad Railway,2022,4,1,0,0,66,509,24,116,179,406,8,1841,3154
Maharashtra,Mira Bhayandar Vasai Virar Commr.,2022,38,35,6,146,120,3,0,0,0,1,0,1777,2126
Manipur,Bishnupur,2022,3,6,0,27,1,601,10,79,202,219,2,32,1182
Manipur,Chandel,2022,2,2,0,2,160,0,1,0,5,27,0,12,211
Manipur,Churachandpur,2022,9,12,0,1,5,1,0,0,0,2,0,17,47
Manipur,CID,2022,0,0,0,0,0,0,6,0,15,2,0,0,23
Manipur,Imphal East,2022,8,59,0,9,0,0,0,0,0,0,0,302,378
Manipur,Imphal West,2022,5,40,1,15,0,0,3,3,35,9,0,409,520
Manipur,Senapati,2022,1,1,0,0,9,1,4,1,54,15,0,2,88
Manipur,Tamenglong,2022,0,3,0,0,18,0,1,0,0,6,0,0,28
Manipur,Thoubal,2022,8,19,0,0,0,0,1,0,1,3,0,80,112
Manipur,Ukhrul,2022,2,2,0,0,0,1,7,0,43,18,0,18,91
Manipur,Kakching,2022,3,3,0,0,4,1,1,0,1,1,0,23,37
Manipur,Kamjong,2022,0,1,0,0,1,5,0,0,7,14,0,0,28
Manipur,Kangpokpi,2022,3,3,0,1,4,0,0,0,0,0,0,4,15
Manipur,Jiribam,2022,1,1,0,0,0,1,0,0,1,7,0,8,19
Manipur,Noney,2022,1,0,0,0,0,0,2,0,2,0,0,1,6
Manipur,Pherzawl,2022,0,0,0,0,1,6,0,0,1,2,0,2,12
Manipur,Tengnoupal,2022,1,1,0,0,0,0,0,0,0,0,0,8,10
Manipur,Narcotic,2022,0,0,0,0,0,1,1,1,4,1,0,0,8
Meghalaya,Garo Hills East,2022,0,3,0,0,0,0,0,0,0,0,0,10,13
Meghalaya,Garo Hills North,2022,0,2,0,0,0,3,3,0,3,1,0,12,24
Meghalaya,Garo Hills South,2022,7,1,0,0,4,5,0,0,0,8,0,15,40
Meghalaya,Garo Hills South West,2022,3,1,0,1,3,0,1,0,3,1,0,27,40
Meghalaya,Garo Hills West,2022,7,8,0,2,2,1,0,0,0,12,0,85,117
Meghalaya,Jaintia Hills West,2022,13,2,0,2,0,15,0,5,13,18,0,42,110
Meghalaya,Jaintia Hills East,2022,9,4,0,0,12,5,3,0,9,7,0,38,87
Meghalaya,Khasi Hills East,2022,14,14,1,0,8,10,0,0,2,10,0,391,450
Meghalaya,Khasi Hills South West,2022,2,5,0,1,2,33,19,8,54,17,1,15,157
Meghalaya,Khasi Hills West,2022,5,2,1,0,21,2,1,0,2,2,0,22,58
Meghalaya,Ri-Bhoi,2022,10,4,1,5,2,5,4,0,3,4,0,70,108
Meghalaya,Cyber Cell,2022,0,0,0,0,10,10,12,0,6,5,0,0,43
Meghalaya,Khasi Hills Eastern West,2022,2,0,0,0,8,0,0,0,0,0,0,0,10
Mizoram,Aizawl,2022,14,11,2,0,0,0,1,0,4,4,0,863,899
Mizoram,Champhai,2022,2,1,2,0,3,0,15,6,15,43,0,8,95
Mizoram,Kolasib,2022,5,2,0,0,10,0,4,0,4,0,0,48,73
Mizoram,Lawngtlai,2022,3,1,6,0,0,1,0,0,2,14,0,15,42
Mizoram,Lunglei,2022,2,1,0,0,1,0,0,2,0,2,0,38,46
Mizoram,Mamit,2022,1,1,0,0,0,2,0,0,5,6,0,40,55
Mizoram,Saiha,2022,0,0,0,0,0,0,5,0,1,6,0,22,34
Mizoram,Serchhip,2022,1,0,0,7,0,0,0,0,5,4,0,35,52
Mizoram,Spl Narcotic,2022,0,0,0,0,0,1,0,0,2,7,0,0,10
Mizoram,Saitual,2022,1,1,0,0,0,0,0,0,0,0,0,0,2
Mizoram,Khawzawl,2022,2,0,0,0,0,0,0,0,4,4,0,5,15
Mizoram,Hnahthial,2022,0,1,1,0,0,0,0,0,2,1,0,7,12
Mizoram,Cyber,2022,0,0,0,0,1,0,0,1,1,0,0,0,3
Nagaland,Dimapur,2022,12,12,1,16,2,0,0,0,0,0,0,287,330
Nagaland,Kiphire,2022,0,2,1,0,0,4,2,0,1,29,6,6,51
Nagaland,Kohima,2022,3,2,2,0,1,0,0,0,0,2,26,34,70
Nagaland,Longleng,2022,1,0,2,1,1,1,1,0,3,1,10,15,36
Nagaland,Mokokchung,2022,2,1,0,0,2,0,0,0,0,1,2,16,24
Nagaland,Mon,2022,0,2,0,0,1,1,0,0,0,5,25,36,70
Nagaland,Peren,2022,2,0,0,0,1,1,1,0,0,5,2,3,15
Nagaland,Phek,2022,1,3,0,0,0,0,0,0,0,0,4,6,14
Nagaland,Tuensang,2022,0,1,0,0,1,0,0,0,1,6,23,7,39
Nagaland,Wokha,2022,0,2,0,0,0,0,0,0,0,0,14,11,27
Nagaland,Zunheboto,2022,0,1,0,0,0,0,0,0,1,0,9,7,18
Odisha,Angul,2022,38,702,0,0,0,0,0,0,1,1,2,489,1233
Odisha,Balasore,2022,60,197,1,0,0,173,34,59,2025,141,4,821,3515
Odisha,Baragarh,2022,43,134,2,0,26,411,21,35,0,207,0,266,1145
Odisha,Berhampur,2022,25,274,0,0,42,149,22,8,0,146,13,283,962
Odisha,Bhadrak,2022,56,67,7,0,33,154,29,1,0,135,13,409,904
Odisha,Bolangir,2022,38,234,0,0,60,353,18,37,3362,165,14,505,4786
Odisha,Boudh,2022,13,49,0,0,37,145,11,21,590,154,3,53,1076
Odisha,Cuttack,2022,67,163,0,0,20,44,7,3,0,71,3,222,600
Odisha,DCP BBSR,2022,47,318,0,0,9,154,44,63,2244,176,1,2058,5114
Odisha,DCP CTC,2022,25,89,0,0,33,336,7,5,3500,196,17,601,4809
Odisha,Deogarh,2022,18,41,0,58,49,181,7,59,2477,119,9,63,3081
Odisha,Dhenkanal,2022,44,287,6,0,29,37,9,3,15,63,9,240,742
Odisha,Gajapati,2022,13,33,0,0,21,145,40,26,0,202,1,48,529
Odisha,Ganjam,2022,57,645,0,0,37,61,9,10,0,45,5,442,1311
Odisha,Jagatsinghpur,2022,31,228,2,0,27,225,33,14,1,261,5,235,1062
Odisha,Jajpur,2022,61,192,1,0,96,184,31,36,526,107,15,548,1797
Odisha,Jharsuguda,2022,19,89,2,0,30,300,21,34,1243,217,1,228,2184
Odisha,Kalahandi,2022,36,190,1,0,64,80,9,5,1163,107,1,200,1856
Odisha,Kandhamal,2022,26,58,0,0,26,210,26,43,240,131,14,132,906
Odisha,Kendrapara,2022,55,185,0,0,101,131,13,25,0,95,3,188,796
Odisha,Keonjhar,2022,80,166,1,0,40,256,37,112,827,105,0,370,1994
Odisha,Khurda,2022,27,203,1,0,44,215,16,9,599,353,5,364,1836
Odisha,Koraput,2022,46,50,2,0,59,127,21,27,532,128,3,205,1200
Odisha,Malkangiri,2022,36,39,0,0,16,148,7,41,326,213,0,72,898
Odisha,Mayurbhanj,2022,99,167,6,0,121,121,4,24,0,92,0,676,1310
Odisha,Nayagarh,2022,43,15,0,0,42,420,26,49,1123,300,1,171,2190
Odisha,Nabarangpur,2022,23,74,0,0,120,100,4,11,1271,98,0,134,1835
Odisha,Nuapada,2022,11,56,0,0,42,86,8,14,31,107,4,112,471
Odisha,Puri,2022,53,292,0,0,14,91,5,2,162,77,6,609,1311
Odisha,Rayagada,2022,27,52,2,0,3,259,37,10,0,146,0,118,654
Odisha,Rourkela,2022,44,97,0,0,41,93,7,8,0,113,7,495,905
Odisha,Sambalpur,2022,48,287,0,0,28,133,8,20,0,170,3,566,1263
Odisha,Sonepur,2022,15,60,2,0,68,121,25,17,0,211,5,152,676
Odisha,SRP(Cuttack),2022,9,2,0,0,24,47,18,5,0,80,7,470,662
Odisha,SRP(Rourkela),2022,6,1,0,0,11,2,0,4,0,1,3,192,220
Odisha,Sundargarh,2022,39,109,2,56,1,4,0,2,0,1,0,271,485
Odisha,CID CB,2022,1,0,0,0,1,78,13,6,26,217,2,16,360
Punjab,Amritsar Rural,2022,51,63,19,98,49,0,0,0,0,0,1,193,474
Punjab,Barnala,2022,11,13,3,28,0,95,7,0,125,98,0,262,642
Punjab,Batala,2022,23,55,9,68,22,39,3,3,34,74,3,124,457
Punjab,Bathinda,2022,36,63,31,34,7,70,1,13,98,68,4,296,721
Punjab,CP Amritsar,2022,33,45,5,24,16,80,6,16,112,133,4,1351,1825
Punjab,CP Jalandhar,2022,13,36,9,60,33,84,7,14,43,67,3,367,736
Punjab,CP Ludhiana,2022,58,64,10,95,16,84,1,10,55,62,0,1520,1975
Punjab,Faridkot,2022,16,25,5,10,22,149,4,29,67,219,1,140,687
Punjab,Fatehgarh Sahib,2022,15,14,2,34,51,25,2,5,48,45,3,153,397
Punjab,Fazilka,2022,21,21,13,75,8,67,2,13,34,156,2,119,531
Punjab,Ferozepur,2022,23,71,19,0,13,53,3,4,83,78,1,160,508
Punjab,GRP,2022,8,1,0,5,39,59,1,1,88,70,2,172,446
Punjab,Gurdaspur,2022,11,22,5,0,16,4,0,3,4,5,8,73,151
Punjab,Hoshiarpur,2022,29,34,10,58,0,27,0,5,44,49,0,217,473
Punjab,Jalandhar Rural,2022,32,30,9,117,8,87,2,3,56,192,0,323,859
Punjab,Kapurthala,2022,16,34,6,41,14,48,6,6,107,118,0,246,642
Punjab,Khanna,2022,24,12,5,133,19,44,0,5,62,90,0,133,527
Punjab,Ludhiana Rural,2022,16,9,3,7,17,22,3,0,40,173,2,121,413
Punjab,Mansa,2022,28,18,5,11,4,41,5,4,29,57,0,169,371
Punjab,Moga,2022,28,26,18,53,17,34,2,3,65,72,0,71,389
Punjab,Muktsar,2022,32,24,11,53,16,36,2,8,56,70,0,146,454
Punjab,Pathankot,2022,7,14,3,5,17,53,4,7,71,53,0,71,305
Punjab,Patiala,2022,42,57,13,101,19,20,1,4,25,53,0,584,919
Punjab,Ropar,2022,10,13,3,24,8,106,8,13,48,351,15,107,706
Punjab,Sangrur,2022,19,32,11,145,32,30,4,0,22,174,20,250,739
Punjab,SAS Nagar,2022,22,23,9,0,15,50,5,9,84,150,6,761,1134
Punjab,SBS Nagar,2022,9,15,3,19,18,152,0,0,80,279,7,90,672
Punjab,Tarn Taran,2022,32,66,22,35,52,29,1,10,70,67,24,110,518
Punjab,Bureau of Investigation,2022,0,0,0,0,4,44,0,2,109,66,33,0,258
Punjab,Intelligence Wing,2022,0,0,0,0,8,0,0,0,0,0,10,0,18
Punjab,NRI Wing,2022,0,0,0,0,1,0,0,0,0,0,22,2,25
Punjab,Special Task Force,2022,0,0,0,0,0,0,0,0,0,0,5,0,5
Punjab,Malerkotla,2022,5,5,1,31,0,0,0,0,0,0,1,87,130
Rajasthan,Ajmer,2022,60,79,2,58,0,22,0,0,17,31,10,1417,1696
Rajasthan,Alwar,2022,73,89,1,0,5,416,24,42,12,521,10,1835,3028
Rajasthan,Banswara,2022,47,30,1,222,206,359,3,0,1,319,20,282,1490
Rajasthan,Baran,2022,43,70,0,0,253,297,17,7,62,223,2,478,1452
Rajasthan,Barmer,2022,44,71,6,15,148,166,19,8,103,142,2,608,1332
Rajasthan,Bharatpur,2022,88,107,2,0,73,133,34,13,2,375,0,1585,2412
Rajasthan,Bhilwara,2022,39,105,1,0,172,377,5,27,2,373,6,879,1986
Rajasthan,Bikaner,2022,59,98,4,0,288,479,11,51,10,416,16,464,1896
Rajasthan,Bundi,2022,23,33,2,0,301,151,20,82,1,345,11,347,1316
Rajasthan,Chittorgarh,2022,40,69,1,298,123,168,1,12,149,170,4,862,1897
Rajasthan,Churu,2022,35,43,0,0,86,272,5,16,17,300,11,385,1170
Rajasthan,Dausa,2022,46,23,1,263,105,145,8,22,4,301,9,895,1822
Rajasthan,Dholpur,2022,48,79,5,0,111,197,1,0,2,267,9,560,1279
Rajasthan,Dungarpur,2022,44,19,5,0,146,159,7,0,2,223,4,129,738
Rajasthan,GRP Ajmer,2022,2,2,0,0,110,265,8,0,29,227,13,575,1231
Rajasthan,GRP Jodhpur,2022,3,0,0,0,59,4,0,7,0,0,5,141,219
Rajasthan,Ganganagar,2022,67,94,0,40,2,4,0,0,0,2,9,512,730
Rajasthan,Hanumangarh,2022,58,45,0,45,0,210,2,99,4,166,5,329,963
Rajasthan,Jaipur East,2022,46,33,2,0,173,151,0,23,35,162,2,2491,3118
Rajasthan,Jaipur North,2022,12,24,1,0,130,220,9,13,4,246,25,1124,1808
Rajasthan,Jaipur Rural,2022,56,55,4,293,134,145,1,60,3,47,20,1166,1984
Rajasthan,Jaipur South,2022,23,18,1,44,93,189,13,16,2,520,7,2309,3235
Rajasthan,Jaipur West,2022,51,34,4,249,122,172,6,115,2,191,4,1936,2886
Rajasthan,Jaisalmer,2022,17,34,0,0,118,250,1,19,1,257,19,197,913
Rajasthan,Jalore,2022,44,55,1,0,152,28,15,6,1,87,10,361,760
Rajasthan,Jhalawar,2022,32,85,1,30,29,129,15,14,0,169,8,605,1117
Rajasthan,Jhunjhunu,2022,37,47,4,161,76,237,42,31,15,162,6,607,1425
Rajasthan,Jodhpur East,2022,12,52,2,99,123,173,19,6,3,234,8,814,1545
Rajasthan,Jodhpur West,2022,20,47,0,26,88,98,12,4,1,101,14,1079,1490
Rajasthan,Jodhpur Rural,2022,31,64,1,0,81,129,25,8,0,170,4,516,1029
Rajasthan,Karauli,2022,43,51,2,131,64,113,21,23,3,270,12,658,1391
Rajasthan,Kota City,2022,27,173,1,0,68,243,40,3,1,135,9,1097,1797
Rajasthan,Kota Rural,2022,24,52,0,0,111,235,7,31,7,108,0,363,938
Rajasthan,Nagaur,2022,58,76,9,53,158,116,7,12,52,119,0,836,1496
Rajasthan,Pali,2022,55,86,0,327,70,269,31,25,15,408,0,657,1943
Rajasthan,Pratapgarh,2022,40,23,2,114,158,218,5,12,4,371,0,196,1143
Rajasthan,Rajsamand,2022,37,34,1,0,145,193,2,24,8,114,0,435,993
Rajasthan,Sawai Madhopur,2022,35,50,3,0,171,164,10,22,18,217,14,629,1333
Rajasthan,Sikar,2022,61,132,0,0,70,198,17,20,0,173,0,1181,1852
Rajasthan,Sirohi,2022,44,28,0,0,104,278,33,9,1,442,0,375,1314
Rajasthan,Tonk,2022,38,56,0,0,135,110,10,30,7,212,0,503,1101
Rajasthan,Udaipur,2022,114,158,3,252,89,135,4,16,37,235,0,1024,2067
Rajasthan,Jaipur Metro,2022,0,0,0,0,102,586,37,23,51,556,0,0,1355
Rajasthan,SCRB,2022,0,0,0,0,283,0,0,0,0,0,0,0,283
Rajasthan,SOG,2022,0,0,0,0,0,0,0,0,0,0,1,0,1
Rajasthan,SSB,2022,0,0,0,0,0,0,0,0,0,0,2,0,2
Rajasthan,Jaipur Crime,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Bhiwadi,2022,58,37,6,0,0,0,0,0,0,0,0,1431,1532
Sikkim,Gangtok (East),2022,2,3,0,2,4,243,2,5,0,251,4,24,540
Sikkim,Mangan (North),2022,1,0,0,0,1,24,5,1,9,16,0,0,57
Sikkim,Namchi (South),2022,1,3,0,1,5,5,4,0,2,7,0,7,35
Sikkim,Soreng (West),2022,1,1,0,0,0,9,3,1,10,11,0,1,37
Sikkim,Pakyong (East),2022,1,3,0,2,2,4,0,0,2,9,0,0,23
Sikkim,Gyalshing (West),2022,3,0,0,0,1,1,1,2,19,15,0,0,42
Tamil Nadu,Ariyalur,2022,19,35,0,13,7,3,0,0,2,1,2,77,159
Tamil Nadu,Chennai,2022,101,246,2,43,36,2,11,0,27,174,0,4054,4696
Tamil Nadu,Coimbatore,2022,39,34,6,111,13,31,12,40,110,585,2,208,1191
Tamil Nadu,Coimbatore City,2022,31,54,0,49,7,11,9,0,11,794,1,554,1521
Tamil Nadu,Cuddalore,2022,43,89,0,50,26,9,5,0,13,275,0,252,762
Tamil Nadu,Dharmapuri,2022,33,15,1,24,7,88,19,37,6,459,1,110,800
Tamil Nadu,Dindigul,2022,71,57,5,26,6,16,6,7,91,380,1,260,926
Tamil Nadu,Erode,2022,25,30,3,47,6,29,15,10,12,639,0,297,1113
Tamil Nadu,Kanchipuram,2022,18,53,0,37,3,5,5,0,27,635,0,167,950
Tamil Nadu,Kanyakumari,2022,36,58,6,34,4,4,2,0,8,289,0,421,862
Tamil Nadu,Karur,2022,14,16,0,39,5,29,19,0,89,284,0,128,623
Tamil Nadu,Krishnagiri,2022,53,36,4,86,3,4,2,2,8,376,0,169,743
Tamil Nadu,Madurai,2022,65,85,1,71,20,15,9,3,28,627,0,386,1310
Tamil Nadu,Madurai City,2022,35,96,0,35,13,28,18,6,6,588,1,484,1310
Tamil Nadu,Nagapattinam,2022,41,66,1,21,8,17,17,35,12,192,2,145,557
Tamil Nadu,Namakkal,2022,29,32,1,46,6,10,11,18,2,273,0,118,546
Tamil Nadu,Nilgiris,2022,7,6,0,2,4,3,7,0,4,520,1,48,602
Tamil Nadu,Perambalur,2022,14,26,0,19,6,2,2,0,16,40,2,129,256
Tamil Nadu,Pudukottai,2022,34,72,1,15,6,1,1,3,23,214,0,282,652
Tamil Nadu,Ramnathapuram,2022,38,61,6,31,15,6,21,0,2,474,0,227,881
Tamil Nadu,Railway Chennai,2022,6,3,0,0,0,29,30,0,20,345,0,1119,1552
Tamil Nadu,Railway Trichy,2022,1,0,0,0,0,0,0,0,1,0,2,150,154
Tamil Nadu,Salem,2022,39,30,1,9,5,0,0,0,0,0,0,160,244
Tamil Nadu,Salem City,2022,16,53,0,35,2,34,13,0,6,570,0,302,1031
Tamil Nadu,Sivagangai,2022,39,62,6,30,10,49,3,0,7,228,0,185,619
Tamil Nadu,Thanjavur,2022,68,126,0,59,8,31,14,2,29,379,0,289,1005
Tamil Nadu,Theni,2022,53,56,6,19,10,15,31,0,124,532,0,136,982
Tamil Nadu,Thirunelveli,2022,46,170,1,26,15,7,16,0,30,312,0,215,838
