State,District,year,Murder,Attemp to Murder,Culpable Homicide not amounting to Murder,Hit and Run,Rape,Kidnapping and Abduction,Arson,Sexual Harassment,Grievous Hurt,Causing Death by Negligence,Dowry Deaths,Theft,TotalIpcCrime
Arunachal Pradesh,Kra Dadi,2021,28,21,4,0,0,1,0,0,0,0,5,3,62
Arunachal Pradesh,Lower Siang,2021,18,9,6,0,1,1,0,0,1,0,2,2,40
Arunachal Pradesh,Leparada,2021,1,0,0,0,0,1,0,0,6,0,0,20,28
Arunachal Pradesh,Shiyomi,2021,52,13,0,0,0,0,0,0,1,0,8,6,80
Arunachal Pradesh,Pakkessang,2021,13,4,1,0,0,0,0,0,0,0,2,0,20
Assam,BIEO,2021,22,0,0,0,0,0,0,0,0,0,4,6,32
Assam,Barpeta,2021,23,40,1,0,121,179,36,80,799,120,0,0,1399
Assam,Baksa,2021,36,19,4,0,29,9,5,8,174,89,9,752,1134
Assam,Bongaigaon,2021,73,26,0,0,53,21,14,0,555,91,6,127,966
Assam,CID,2021,10,0,0,0,1,0,0,0,0,0,0,382,393
Assam,Cachar,2021,40,27,0,0,51,2,51,0,1204,125,0,0,1500
Assam,Chirang,2021,41,45,3,12,30,7,2,0,65,35,1,951,1192
Assam,Darrang,2021,61,24,4,0,73,15,25,47,358,98,2,123,830
Assam,Dhemaji,2021,15,45,2,98,29,19,9,9,225,98,3,234,786
Assam,Dhubri,2021,10,0,0,110,159,31,39,48,677,110,0,192,1376
Assam,Dibrugarh,2021,38,39,0,80,28,54,14,11,279,110,1,900,1554
Assam,GRP,2021,65,62,3,0,0,4,0,0,0,0,6,761,901
Assam,Goalpara,2021,35,8,0,0,41,0,0,0,78,116,0,208,486
Assam,Golaghat,2021,45,63,2,0,38,22,11,45,25,113,12,324,700
Assam,Guwahati City,2021,28,42,0,29,63,237,29,40,934,237,5,356,2000
Assam,Hailakandi,2021,46,42,1,28,123,17,34,26,189,32,2,4492,5032
Assam,Hamren,2021,32,68,0,0,6,12,5,1,0,0,79,348,551
Assam,Jorhat,2021,7,2,0,43,31,24,20,55,583,58,0,28,851
Assam,Kamrup,2021,78,153,3,50,109,72,17,87,765,224,5,909,2472
Assam,Karbi Anglong,2021,27,67,3,90,21,77,4,19,172,90,3,1027,1600
Assam,Karimganj,2021,2,1,0,0,49,17,23,17,123,62,0,221,515
